HS_POPN,Pred_school_num,PSGC_BRGY
187.0,1.0,PH157001014
213.0,1.0,PH157001015
293.0,1.0,PH157001016
244.0,1.0,PH157001017
276.0,1.0,PH157001018
113.0,1.0,PH157002005
85.0,1.0,PH157002006
185.0,1.0,PH157002007
148.0,1.0,PH157002009
744.0,1.0,PH157002010
113.0,1.0,PH157002012
111.0,1.0,PH157002013
252.0,1.0,PH157002014
113.0,1.0,PH157002016
184.0,1.0,PH157002017
88.0,1.0,PH157002018
189.0,1.0,PH157002021
143.0,1.0,PH157002024
107.0,1.0,PH157002025
317.0,1.0,PH157002026
179.0,1.0,PH157002031
112.0,1.0,PH157002034
291.0,1.0,PH157002037
117.0,1.0,PH157002040
193.0,1.0,PH157002042
136.0,1.0,PH157002043
100.0,1.0,PH157002044
563.0,1.0,PH157002045
93.0,1.0,PH157002046
770.0,1.0,PH157002047
519.0,1.0,PH157002048
498.0,1.0,PH157002050
181.0,1.0,PH157003001
140.0,1.0,PH157003002
91.0,1.0,PH157003003
182.0,1.0,PH157003005
225.0,1.0,PH157003006
120.0,1.0,PH157003007
125.0,1.0,PH157003008
127.0,1.0,PH157003009
83.0,1.0,PH157003010
198.0,1.0,PH157003012
386.0,1.0,PH157003014
72.0,1.0,PH157003015
150.0,1.0,PH157003016
179.0,1.0,PH157004004
165.0,1.0,PH157004005
128.0,1.0,PH157004007
168.0,1.0,PH157004009
154.0,1.0,PH157004011
114.0,1.0,PH157004012
132.0,1.0,PH157004013
536.0,1.0,PH157004014
62.0,1.0,PH157004015
128.0,1.0,PH157005001
185.0,1.0,PH157005010
277.0,1.0,PH157005012
166.0,1.0,PH157005016
389.0,1.0,PH157005021
927.0,1.0,PH157005023
95.0,1.0,PH157006006
46.0,1.0,PH157006008
47.0,1.0,PH157006011
54.0,1.0,PH157006014
27.0,1.0,PH157006023
30.0,1.0,PH157006026
145.0,1.0,PH157006027
78.0,1.0,PH157006032
102.0,1.0,PH157006035
155.0,1.0,PH157007010
87.0,1.0,PH157007026
251.0,1.0,PH157007031
158.0,1.0,PH157007042
202.0,1.0,PH157007045
288.0,1.0,PH157007046
103.0,1.0,PH157007049
153.0,1.0,PH157007050
127.0,1.0,PH157007052
125.0,1.0,PH157009001
132.0,1.0,PH157009002
163.0,1.0,PH157009003
459.0,1.0,PH157009004
243.0,1.0,PH157009005
112.0,1.0,PH157009006
82.0,1.0,PH157009009
209.0,1.0,PH157009010
90.0,1.0,PH157009011
166.0,1.0,PH157009012
218.0,1.0,PH157009013
106.0,1.0,PH157009014
6.0,1.0,PH157009015
138.0,1.0,PH157009016
139.0,1.0,PH157009018
144.0,1.0,PH157009019
46.0,1.0,PH157009021
116.0,1.0,PH157009022
155.0,1.0,PH157010001
174.0,1.0,PH157010002
96.0,1.0,PH157010004
178.0,1.0,PH157010005
101.0,1.0,PH157010006
112.0,1.0,PH157010008
145.0,1.0,PH157010009
106.0,1.0,PH157010010
53.0,1.0,PH157010011
125.0,1.0,PH157010012
140.0,1.0,PH157010014
138.0,1.0,PH157010015
53.0,1.0,PH157010016
91.0,1.0,PH157010019
103.0,1.0,PH157010020
110.0,1.0,PH157010021
90.0,1.0,PH157010022
118.0,1.0,PH157011002
207.0,1.0,PH157011004
172.0,1.0,PH157011008
230.0,1.0,PH157011009
81.0,1.0,PH157011010
108.0,1.0,PH157011011
259.0,1.0,PH157011012
270.0,1.0,PH157011013
134.0,1.0,PH157011014
183.0,1.0,PH157011015
